Cargo_ID,Order_ID,Length_cm,Width_cm,Height_cm,Weight_kg,Category,Fragile,Destination_Zone,Priority,Stackable,Sorting_Sequence,Robotic_Pick_Position_X,Robotic_Pick_Position_Y,Robotic_Pick_Position_Z
CARGO_1947,ORDER_1002,20.8,34.0,45.6,67.6,Home_Appliances,False,Zone_C,4,False,62,1.6,31.5,8.6
CARGO_1948,ORDER_788,34.5,26.5,31.1,66.71,Home_Appliances,False,Zone_C,2,False,35,41.7,36.7,3.7
CARGO_1949,ORDER_820,46.3,10.8,19.0,19.78,Sports,False,Zone_B,3,True,94,12.0,41.4,7.8
CARGO_1950,ORDER_326,27.7,15.7,1.5,1.09,Books,False,Zone_D,3,True,80,12.8,14.2,9.3
CARGO_1951,ORDER_263,5.1,9.4,4.2,0.37,Beauty,False,Zone_D,1,True,56,31.9,24.2,6.1
CARGO_1952,ORDER_961,28.8,25.0,18.3,21.96,Sports,False,Zone_B,3,True,30,30.0,14.9,0.6
CARGO_1953,ORDER_474,5.5,8.6,3.4,0.32,Clothing,False,Zone_D,4,True,69,4.6,21.8,4.9
CARGO_1954,ORDER_633,12.2,18.9,1.7,0.9,Books,False,Zone_D,1,True,87,14.5,18.4,7.8
CARGO_1955,ORDER_947,28.6,38.8,9.8,22.11,Electronics,True,Zone_C,2,False,85,33.8,5.3,1.3
CARGO_1956,ORDER_596,12.7,17.0,6.1,2.98,Clothing,False,Zone_C,3,True,22,8.2,49.0,0.1
CARGO_1957,ORDER_1088,27.3,19.6,5.6,4.94,Clothing,False,Zone_D,2,True,28,37.3,25.4,4.1
CARGO_1958,ORDER_1140,13.7,13.3,3.4,1.04,Books,False,Zone_D,1,True,79,28.5,24.7,3.8
CARGO_1959,ORDER_228,4.3,14.4,3.7,0.54,Beauty,True,Zone_D,5,False,63,35.9,46.8,7.1
CARGO_1960,ORDER_323,2.6,4.8,9.4,0.26,Beauty,True,Zone_B,4,False,96,4.1,47.6,0.1
CARGO_1961,ORDER_729,22.0,10.0,2.8,1.01,Books,False,Zone_B,2,True,19,18.4,4.2,3.5
CARGO_1962,ORDER_961,49.5,18.1,27.8,48.75,Sports,False,Zone_A,3,False,50,28.9,22.8,0.4
CARGO_1963,ORDER_783,8.5,12.2,2.0,0.36,Beauty,False,Zone_C,2,True,97,45.0,22.6,5.6
CARGO_1964,ORDER_380,16.2,13.3,3.8,1.66,Books,False,Zone_B,3,True,9,39.7,30.1,8.9
CARGO_1965,ORDER_1049,28.0,27.6,9.8,17.53,Toys,False,Zone_D,4,True,54,47.4,25.2,9.6
CARGO_1966,ORDER_961,14.8,31.5,5.1,4.92,Toys,False,Zone_C,1,True,72,19.9,10.8,5.1
CARGO_1967,ORDER_133,47.1,30.2,15.8,46.79,Electronics,True,Zone_A,3,False,47,19.4,19.7,6.2
CARGO_1968,ORDER_711,38.5,22.1,47.9,90.35,Home_Appliances,False,Zone_B,1,False,26,36.5,4.3,2.4
CARGO_1969,ORDER_1012,39.3,34.9,16.1,43.35,Toys,False,Zone_B,4,False,71,14.1,9.1,6.2
CARGO_1970,ORDER_48,13.4,31.1,7.9,5.85,Electronics,False,Zone_A,5,True,91,19.0,30.2,5.3
CARGO_1971,ORDER_68,6.0,11.9,13.0,1.51,Toys,False,Zone_A,1,True,59,18.2,31.2,5.3
CARGO_1972,ORDER_997,19.6,3.3,7.4,1.13,Beauty,True,Zone_D,5,False,66,13.7,47.9,4.7
CARGO_1973,ORDER_384,75.0,24.1,19.1,81.91,Home_Appliances,False,Zone_A,5,False,55,12.0,1.8,8.4
CARGO_1974,ORDER_344,39.3,33.9,19.2,55.67,Electronics,True,Zone_D,5,False,83,27.1,28.9,1.8
CARGO_1975,ORDER_377,19.5,8.9,4.1,1.68,Clothing,False,Zone_D,5,True,56,5.4,12.5,4.9
CARGO_1976,ORDER_330,37.4,38.5,15.9,41.62,Electronics,False,Zone_D,1,False,44,15.8,35.3,7.7
CARGO_1977,ORDER_889,13.2,20.2,1.6,0.89,Books,False,Zone_C,1,True,18,1.5,34.7,9.6
CARGO_1978,ORDER_722,12.1,7.3,6.3,1.29,Clothing,False,Zone_A,5,True,15,26.3,3.6,9.8
CARGO_1979,ORDER_313,39.4,7.8,10.5,6.63,Sports,False,Zone_A,1,True,32,22.3,22.1,2.1
CARGO_1980,ORDER_815,29.0,33.3,15.0,30.63,Toys,False,Zone_C,1,True,14,6.7,17.3,1.2
CARGO_1981,ORDER_540,67.5,33.6,13.7,63.14,Home_Appliances,False,Zone_B,4,False,82,35.0,42.1,8.6
CARGO_1982,ORDER_801,34.8,38.3,24.2,57.43,Sports,False,Zone_A,4,False,66,48.2,23.3,2.2
CARGO_1983,ORDER_627,71.6,59.8,43.9,444.88,Home_Appliances,False,Zone_A,1,False,50,6.3,13.1,0.0
CARGO_1984,ORDER_450,15.9,9.7,19.1,6.74,Electronics,False,Zone_A,1,True,21,39.6,41.9,1.5
CARGO_1985,ORDER_537,13.7,23.5,17.2,13.16,Toys,False,Zone_B,3,True,92,5.8,28.6,8.2
CARGO_1986,ORDER_970,7.3,13.2,5.0,0.95,Clothing,False,Zone_A,1,True,96,32.3,4.2,3.2
CARGO_1987,ORDER_1173,13.1,33.1,12.2,11.86,Sports,False,Zone_C,5,True,46,32.4,36.8,6.8
CARGO_1988,ORDER_767,14.9,11.8,3.2,1.26,Books,False,Zone_A,3,True,41,33.0,10.7,3.1
CARGO_1989,ORDER_169,29.3,12.5,19.8,16.67,Toys,False,Zone_D,3,True,44,46.1,35.2,6.1
CARGO_1990,ORDER_336,39.7,33.9,2.4,7.54,Toys,False,Zone_B,2,True,50,36.4,38.2,9.5
CARGO_1991,ORDER_894,13.3,27.8,14.3,12.13,Electronics,True,Zone_C,3,False,68,17.4,43.4,9.8
CARGO_1992,ORDER_1096,3.2,5.6,5.0,0.2,Beauty,True,Zone_D,3,False,51,18.0,26.4,5.2
CARGO_1993,ORDER_584,18.9,10.3,4.1,1.28,Books,False,Zone_C,5,True,48,37.1,45.7,5.9
CARGO_1994,ORDER_53,11.8,30.8,4.1,3.21,Toys,False,Zone_D,1,True,4,42.7,48.9,7.9
CARGO_1995,ORDER_499,40.3,17.4,8.3,11.76,Sports,False,Zone_B,1,True,98,14.6,25.9,9.8
CARGO_1996,ORDER_623,8.5,11.1,4.7,1.02,Clothing,False,Zone_B,5,True,7,2.5,24.2,2.2
CARGO_1997,ORDER_1082,34.9,22.8,19.3,33.83,Toys,False,Zone_B,5,True,26,23.0,12.4,0.4
CARGO_1998,ORDER_1011,24.0,46.2,47.7,112.69,Home_Appliances,False,Zone_C,5,False,26,33.0,26.1,2.6
CARGO_1999,ORDER_369,36.3,5.5,5.3,1.74,Clothing,False,Zone_B,3,True,98,36.7,22.6,1.6
CARGO_2000,ORDER_220,20.3,17.7,2.3,1.38,Books,False,Zone_D,4,True,37,8.6,24.6,8.0
CARGO_2001,ORDER_826,23.3,18.6,3.1,3.03,Books,False,Zone_C,1,True,100,40.7,8.7,5.0
CARGO_2002,ORDER_61,31.0,5.4,5.5,1.8,Electronics,True,Zone_D,4,False,24,33.2,38.9,5.2
CARGO_2003,ORDER_186,4.5,12.6,1.0,0.11,Beauty,True,Zone_B,3,False,86,2.3,13.7,2.0
CARGO_2004,ORDER_487,30.1,18.3,4.0,4.13,Toys,False,Zone_B,4,True,72,39.6,14.4,3.4
CARGO_2005,ORDER_213,44.1,7.2,5.7,4.04,Electronics,True,Zone_C,2,False,35,31.4,29.5,10.0
CARGO_2006,ORDER_992,18.8,17.2,6.5,4.93,Electronics,True,Zone_D,3,False,72,37.0,2.0,8.8
CARGO_2007,ORDER_483,13.8,8.8,5.3,1.14,Beauty,True,Zone_C,1,False,13,3.0,23.5,0.0
CARGO_2008,ORDER_921,5.1,5.4,8.1,0.36,Toys,False,Zone_D,1,True,72,38.4,15.1,8.1
CARGO_2009,ORDER_86,65.0,34.3,10.4,50.88,Home_Appliances,False,Zone_C,5,False,77,40.6,30.5,0.9
CARGO_2010,ORDER_698,32.2,14.3,7.9,7.14,Clothing,False,Zone_C,1,True,62,44.8,32.7,3.9
CARGO_2011,ORDER_696,28.3,11.3,2.0,1.5,Books,False,Zone_D,1,True,79,13.1,21.7,9.6
CARGO_2012,ORDER_443,24.8,14.1,4.5,2.55,Books,False,Zone_D,4,True,82,38.6,43.0,8.3
CARGO_2013,ORDER_963,68.8,49.2,29.8,169.93,Home_Appliances,False,Zone_D,5,False,10,32.0,14.3,2.2
CARGO_2014,ORDER_1053,23.2,12.0,14.4,6.72,Toys,False,Zone_B,3,True,1,5.3,32.4,4.3
CARGO_2015,ORDER_604,18.6,11.7,1.9,0.91,Books,False,Zone_C,1,True,33,46.0,39.9,2.8
CARGO_2016,ORDER_1186,27.1,9.3,12.3,7.36,Sports,False,Zone_B,1,True,59,38.8,0.4,5.6
CARGO_2017,ORDER_1188,12.2,22.9,2.5,1.48,Books,False,Zone_D,5,True,23,0.8,28.8,8.4
CARGO_2018,ORDER_383,10.8,23.8,7.8,4.56,Electronics,True,Zone_D,4,False,13,41.3,21.4,6.4
CARGO_2019,ORDER_1129,32.8,22.8,8.6,13.75,Sports,False,Zone_B,4,True,67,11.4,33.8,3.1
CARGO_2020,ORDER_1113,16.0,10.8,3.2,1.0,Beauty,True,Zone_C,4,False,16,37.0,10.4,4.0
CARGO_2021,ORDER_220,39.6,24.4,7.2,16.55,Clothing,False,Zone_B,4,True,71,13.8,41.1,0.6
CARGO_2022,ORDER_1147,10.7,11.5,4.7,1.26,Books,False,Zone_B,2,True,69,48.6,2.0,7.7
CARGO_2023,ORDER_832,33.9,8.6,18.9,12.38,Electronics,True,Zone_B,1,False,86,8.5,18.1,2.6
CARGO_2024,ORDER_1090,25.2,26.1,8.5,10.6,Clothing,False,Zone_D,5,True,49,41.6,35.3,4.2
CARGO_2025,ORDER_1135,24.5,35.5,47.2,79.55,Home_Appliances,False,Zone_A,4,False,24,44.2,41.6,2.7
CARGO_2026,ORDER_465,5.8,5.8,2.9,0.17,Beauty,True,Zone_C,1,False,82,7.5,11.6,8.2
CARGO_2027,ORDER_762,24.6,27.0,15.1,23.1,Toys,False,Zone_C,5,True,40,41.5,22.7,3.3
CARGO_2028,ORDER_1162,31.1,24.7,8.4,11.71,Clothing,False,Zone_A,2,True,86,20.5,34.9,3.1
CARGO_2029,ORDER_1004,26.9,33.0,2.8,4.96,Electronics,True,Zone_A,5,False,65,41.8,3.0,7.1
CARGO_2030,ORDER_534,11.6,25.1,14.7,8.52,Toys,False,Zone_C,4,True,7,31.8,29.1,2.9
CARGO_2031,ORDER_422,15.0,24.0,1.2,0.73,Books,False,Zone_A,5,True,28,45.4,24.0,9.2
CARGO_2032,ORDER_47,28.3,16.2,1.4,1.34,Clothing,False,Zone_B,3,True,90,28.6,14.5,1.3
CARGO_2033,ORDER_173,13.8,29.0,14.3,10.42,Electronics,True,Zone_B,3,False,76,40.5,10.6,7.3
CARGO_2034,ORDER_734,48.7,11.8,2.5,2.89,Electronics,True,Zone_D,4,False,91,15.2,19.5,7.2
CARGO_2035,ORDER_83,8.9,29.6,5.8,2.76,Clothing,False,Zone_C,5,True,61,4.9,0.5,9.5
CARGO_2036,ORDER_139,5.7,2.9,7.4,0.28,Beauty,True,Zone_A,3,False,42,34.3,33.7,5.7
CARGO_2037,ORDER_141,10.7,18.2,5.6,2.03,Toys,False,Zone_C,2,True,43,7.7,46.4,5.8
CARGO_2038,ORDER_590,11.4,21.7,5.0,2.81,Books,False,Zone_B,1,True,48,21.0,41.5,6.8
CARGO_2039,ORDER_547,62.5,49.3,25.6,171.21,Home_Appliances,False,Zone_C,2,False,15,33.1,45.1,0.2
CARGO_2040,ORDER_161,27.9,16.2,23.8,22.07,Sports,False,Zone_C,1,True,37,47.6,32.6,8.0
CARGO_2041,ORDER_1120,64.6,40.3,31.9,190.68,Home_Appliances,False,Zone_C,3,False,25,16.2,2.6,2.1
CARGO_2042,ORDER_426,45.4,25.8,46.6,108.59,Home_Appliances,False,Zone_C,1,False,82,39.1,25.8,9.3
CARGO_2043,ORDER_7,22.8,25.6,5.6,7.78,Clothing,False,Zone_A,2,True,33,4.1,6.7,9.0
CARGO_2044,ORDER_485,22.7,16.2,3.2,2.56,Books,False,Zone_A,3,True,60,17.3,8.4,4.9
CARGO_2045,ORDER_408,56.3,26.0,16.2,47.85,Sports,False,Zone_C,4,False,90,2.1,18.7,1.6
CARGO_2046,ORDER_411,28.7,11.6,2.1,1.14,Books,False,Zone_B,4,True,92,1.9,25.3,8.4
CARGO_2047,ORDER_203,48.2,7.1,19.1,12.47,Sports,False,Zone_A,1,True,38,41.0,16.8,2.2
CARGO_2048,ORDER_987,6.3,31.6,8.1,3.03,Toys,False,Zone_B,5,True,22,46.1,49.7,4.3
CARGO_2049,ORDER_556,33.7,57.5,43.4,169.89,Home_Appliances,False,Zone_A,3,False,69,24.9,25.2,4.4
CARGO_2050,ORDER_80,17.2,20.9,3.7,3.18,Books,False,Zone_A,4,True,54,48.7,31.4,9.9
CARGO_2051,ORDER_512,45.4,20.8,11.2,20.89,Electronics,True,Zone_C,1,False,5,35.8,6.0,1.6
CARGO_2052,ORDER_584,29.2,17.8,3.6,3.75,Books,False,Zone_A,2,True,100,36.8,31.9,6.3
CARGO_2053,ORDER_1101,25.2,31.1,12.2,15.94,Sports,False,Zone_A,5,True,53,45.5,3.5,7.7
CARGO_2054,ORDER_762,76.6,52.1,35.0,238.6,Home_Appliances,False,Zone_C,1,False,41,49.3,13.5,6.7
CARGO_2055,ORDER_155,23.8,9.4,6.3,3.17,Clothing,False,Zone_D,4,True,51,29.1,40.7,0.6
CARGO_2056,ORDER_938,27.0,20.5,17.1,16.97,Toys,False,Zone_D,5,True,75,41.5,37.6,4.0
CARGO_2057,ORDER_351,19.5,8.3,5.0,1.62,Beauty,False,Zone_D,5,True,73,23.6,34.3,4.9
CARGO_2058,ORDER_768,38.1,26.5,10.8,21.89,Sports,False,Zone_B,2,True,24,14.4,25.4,2.7
CARGO_2059,ORDER_471,30.8,19.0,9.4,12.75,Toys,False,Zone_B,5,True,75,45.2,43.8,7.3
CARGO_2060,ORDER_999,12.5,5.3,10.0,1.5,Beauty,True,Zone_A,5,False,97,15.8,20.1,1.5
CARGO_2061,ORDER_68,44.3,6.1,15.8,9.79,Electronics,False,Zone_A,4,True,12,48.2,18.6,0.7
CARGO_2062,ORDER_791,23.3,22.8,4.8,6.06,Books,False,Zone_B,1,True,21,9.8,21.1,3.0
CARGO_2063,ORDER_22,11.3,11.2,1.8,0.4,Books,False,Zone_A,3,True,94,13.8,31.0,4.8
CARGO_2064,ORDER_1022,20.7,13.7,5.0,3.4,Electronics,True,Zone_A,1,False,74,44.8,29.5,7.8
CARGO_2065,ORDER_473,19.7,28.6,2.4,2.7,Clothing,False,Zone_D,5,True,71,31.8,1.1,3.6
CARGO_2066,ORDER_1176,22.5,21.9,19.8,22.29,Toys,False,Zone_A,2,True,97,19.9,47.5,7.8
CARGO_2067,ORDER_360,10.0,2.3,6.5,0.3,Beauty,False,Zone_D,5,True,82,0.3,7.6,1.0
CARGO_2068,ORDER_227,22.1,17.6,2.1,1.76,Books,False,Zone_B,3,True,92,26.0,41.9,4.7
CARGO_2069,ORDER_705,39.8,6.5,4.6,2.18,Clothing,False,Zone_B,5,True,85,7.4,0.8,2.8
CARGO_2070,ORDER_1048,76.0,36.1,14.7,93.76,Home_Appliances,False,Zone_B,5,False,25,19.1,20.2,3.3
CARGO_2071,ORDER_634,2.3,13.4,8.3,0.49,Beauty,True,Zone_A,2,False,88,3.2,45.0,6.3
CARGO_2072,ORDER_630,17.3,22.5,7.9,6.27,Toys,False,Zone_D,2,True,58,5.1,38.1,9.9
CARGO_2073,ORDER_652,9.3,22.0,8.2,3.99,Clothing,False,Zone_C,1,True,80,7.0,49.8,7.2
CARGO_2074,ORDER_613,9.9,9.0,9.9,1.6,Beauty,True,Zone_C,5,False,78,22.5,12.8,1.3
CARGO_2075,ORDER_619,9.4,29.3,4.1,2.22,Clothing,False,Zone_A,2,True,97,39.9,39.5,4.8
CARGO_2076,ORDER_392,5.5,4.2,7.7,0.3,Beauty,False,Zone_A,1,True,90,8.4,8.7,6.2
CARGO_2077,ORDER_1177,16.6,20.2,6.7,4.15,Toys,False,Zone_A,5,True,25,27.8,1.1,8.0
CARGO_2078,ORDER_38,16.9,25.0,2.4,2.36,Toys,False,Zone_A,3,True,50,15.9,12.5,7.3
CARGO_2079,ORDER_204,12.9,10.8,28.5,9.49,Sports,False,Zone_A,3,True,13,27.0,6.1,8.6
CARGO_2080,ORDER_1049,11.4,26.4,16.5,10.38,Toys,False,Zone_D,4,True,3,2.4,6.4,9.0
CARGO_2081,ORDER_214,32.3,26.1,11.7,20.5,Toys,False,Zone_C,2,True,27,30.5,43.5,1.1
CARGO_2082,ORDER_264,26.6,21.3,2.2,2.26,Clothing,False,Zone_D,5,True,44,12.2,18.5,9.3
CARGO_2083,ORDER_941,11.2,30.3,15.6,10.36,Electronics,True,Zone_B,4,False,67,2.8,0.0,1.4
CARGO_2084,ORDER_10,52.4,25.2,49.8,125.39,Home_Appliances,False,Zone_D,3,False,78,44.3,46.3,1.8
CARGO_2085,ORDER_982,22.5,16.7,3.3,2.79,Clothing,False,Zone_B,4,True,50,0.0,4.6,0.4
CARGO_2086,ORDER_842,30.2,7.0,12.5,5.47,Toys,False,Zone_B,5,True,65,45.4,38.4,7.9
CARGO_2087,ORDER_465,12.7,20.6,4.0,2.06,Clothing,False,Zone_C,5,True,96,27.9,14.4,2.5
CARGO_2088,ORDER_1167,22.7,32.5,3.1,4.12,Toys,False,Zone_B,5,True,35,37.8,28.9,0.2
CARGO_2089,ORDER_439,21.1,15.8,8.9,6.1,Clothing,False,Zone_B,2,True,85,30.1,19.7,8.2
CARGO_2090,ORDER_591,8.2,12.3,8.8,1.79,Toys,False,Zone_D,2,True,41,14.8,18.2,1.5
CARGO_2091,ORDER_382,36.2,19.5,11.1,15.54,Electronics,True,Zone_C,1,False,59,15.8,11.1,9.1
CARGO_2092,ORDER_494,26.1,21.6,6.1,6.18,Clothing,False,Zone_B,5,True,5,24.7,11.4,5.8
CARGO_2093,ORDER_953,17.0,5.2,27.0,5.01,Sports,False,Zone_A,1,True,49,3.2,17.2,8.1
CARGO_2094,ORDER_883,23.0,15.5,1.6,1.25,Clothing,False,Zone_C,2,True,1,44.8,8.6,2.9
CARGO_2095,ORDER_859,46.4,38.4,15.6,45.02,Sports,False,Zone_A,3,False,9,38.9,18.8,5.9
CARGO_2096,ORDER_834,38.5,29.7,9.4,25.03,Clothing,False,Zone_C,1,True,68,36.7,31.2,6.7
CARGO_2097,ORDER_913,46.3,40.5,28.8,89.43,Home_Appliances,False,Zone_B,4,False,19,35.4,41.5,0.2
CARGO_2098,ORDER_494,77.1,49.4,28.6,188.2,Home_Appliances,False,Zone_C,4,False,19,33.1,37.0,1.5
CARGO_2099,ORDER_976,37.0,19.2,3.7,4.88,Clothing,False,Zone_A,4,True,50,46.5,10.5,6.5
CARGO_2100,ORDER_345,39.1,26.2,5.6,12.64,Clothing,False,Zone_C,1,True,76,50.0,1.2,0.8
CARGO_2101,ORDER_508,20.5,11.6,2.8,1.39,Books,False,Zone_D,3,True,59,38.1,40.1,1.1
CARGO_2102,ORDER_129,19.4,11.1,2.6,0.93,Beauty,False,Zone_B,3,True,64,3.8,36.4,4.4
CARGO_2103,ORDER_1030,25.5,22.8,10.8,13.43,Toys,False,Zone_A,4,True,2,13.7,38.1,1.3
CARGO_2104,ORDER_658,19.4,22.1,14.5,13.3,Toys,False,Zone_C,4,True,10,9.7,49.4,8.4
CARGO_2105,ORDER_479,28.4,11.7,1.2,0.7,Books,False,Zone_A,2,True,71,27.7,37.7,0.4
CARGO_2106,ORDER_416,19.8,29.1,17.7,22.04,Toys,False,Zone_A,5,True,59,4.8,38.2,6.4
CARGO_2107,ORDER_1046,37.1,38.3,13.1,32.26,Electronics,True,Zone_C,2,False,10,8.9,30.4,2.2
CARGO_2108,ORDER_233,13.4,24.0,2.8,2.16,Books,False,Zone_C,3,True,49,24.9,42.3,3.3
CARGO_2109,ORDER_429,16.0,28.5,3.8,3.7,Clothing,False,Zone_C,5,True,7,38.3,48.4,0.8
CARGO_2110,ORDER_900,19.0,3.1,3.9,0.5,Beauty,True,Zone_A,4,False,12,30.0,47.2,5.6
CARGO_2111,ORDER_320,40.5,50.6,41.2,201.4,Home_Appliances,False,Zone_D,5,False,11,23.6,4.2,0.8
CARGO_2112,ORDER_109,27.4,5.7,7.8,2.1,Toys,False,Zone_A,1,True,42,35.4,19.5,1.4
CARGO_2113,ORDER_1054,13.0,18.4,1.2,0.62,Books,False,Zone_C,1,True,50,40.5,35.6,8.1
CARGO_2114,ORDER_977,60.8,43.4,16.8,93.72,Home_Appliances,False,Zone_D,1,False,83,10.6,42.3,1.0
CARGO_2115,ORDER_611,25.4,23.9,1.4,1.62,Clothing,False,Zone_A,5,True,18,25.3,24.1,1.6
CARGO_2116,ORDER_851,18.1,15.7,6.8,3.12,Toys,False,Zone_D,4,True,77,6.3,7.1,0.3
CARGO_2117,ORDER_84,18.5,21.0,2.6,1.69,Books,False,Zone_C,3,True,49,23.5,23.6,5.4
CARGO_2118,ORDER_913,10.2,17.8,4.5,1.49,Books,False,Zone_A,1,True,41,15.6,45.0,4.4
CARGO_2119,ORDER_790,70.9,43.6,29.8,191.19,Home_Appliances,False,Zone_D,5,False,43,16.6,42.1,6.7
CARGO_2120,ORDER_631,23.5,15.2,3.2,2.21,Books,False,Zone_A,3,True,85,6.0,43.7,5.1
CARGO_2121,ORDER_725,25.2,14.1,14.7,8.7,Toys,False,Zone_A,4,True,59,16.4,28.5,5.6
CARGO_2122,ORDER_971,38.9,33.6,2.7,7.51,Sports,False,Zone_A,5,True,70,10.7,20.8,6.1
CARGO_2123,ORDER_216,45.7,37.0,7.7,23.93,Electronics,True,Zone_D,5,False,9,6.6,13.6,0.8
CARGO_2124,ORDER_297,19.8,20.9,1.6,1.45,Books,False,Zone_D,1,True,71,35.9,12.7,1.8
CARGO_2125,ORDER_313,13.2,15.4,2.9,1.16,Books,False,Zone_D,1,True,10,19.6,24.6,5.6
CARGO_2126,ORDER_1189,23.0,37.2,38.0,77.12,Home_Appliances,False,Zone_D,3,False,95,9.8,20.4,8.3
CARGO_2127,ORDER_33,16.7,17.0,8.4,3.89,Clothing,False,Zone_C,2,True,85,30.8,25.0,1.8
CARGO_2128,ORDER_1009,19.5,24.4,3.8,3.18,Books,False,Zone_D,3,True,97,32.0,36.5,3.0
CARGO_2129,ORDER_281,16.0,18.2,3.2,2.07,Books,False,Zone_C,4,True,24,32.5,24.1,1.6
CARGO_2130,ORDER_931,34.8,26.8,25.3,55.1,Sports,False,Zone_A,5,False,81,4.9,30.5,2.3
CARGO_2131,ORDER_131,2.5,4.5,5.7,0.14,Beauty,False,Zone_D,2,True,68,4.2,39.9,7.7
CARGO_2132,ORDER_518,14.9,20.2,3.9,2.37,Books,False,Zone_D,2,True,47,21.0,28.2,1.4
CARGO_2133,ORDER_319,28.2,17.3,10.9,11.89,Electronics,False,Zone_C,2,True,44,42.6,43.2,4.4
CARGO_2134,ORDER_538,19.7,12.4,7.8,3.38,Toys,False,Zone_D,4,True,21,37.0,25.5,0.3
CARGO_2135,ORDER_52,6.3,14.2,6.2,0.89,Beauty,True,Zone_D,4,False,93,45.5,27.0,8.0
CARGO_2136,ORDER_840,23.9,30.0,13.5,19.36,Electronics,True,Zone_B,2,False,53,27.3,6.9,5.7
CARGO_2137,ORDER_93,37.2,5.1,17.8,5.46,Sports,False,Zone_C,5,True,68,26.5,43.6,9.6
CARGO_2138,ORDER_1026,22.5,20.1,8.6,8.83,Electronics,True,Zone_D,1,False,61,47.7,42.1,7.9
CARGO_2139,ORDER_192,55.1,20.6,36.1,70.42,Home_Appliances,False,Zone_D,2,False,26,43.4,47.8,6.1
CARGO_2140,ORDER_1013,28.2,11.6,4.9,3.15,Books,False,Zone_A,2,True,34,16.9,42.9,1.6
CARGO_2141,ORDER_647,10.9,16.9,7.2,2.57,Clothing,False,Zone_C,2,True,16,6.8,16.7,1.0
CARGO_2142,ORDER_538,35.7,23.4,7.5,13.43,Electronics,True,Zone_A,1,False,64,38.8,48.2,0.6
CARGO_2143,ORDER_703,28.7,25.5,12.3,15.37,Electronics,True,Zone_A,1,False,23,31.0,17.4,7.9
CARGO_2144,ORDER_809,67.8,28.5,22.0,74.28,Home_Appliances,False,Zone_A,3,False,45,7.1,31.9,5.5
CARGO_2145,ORDER_215,44.0,13.2,3.6,4.52,Sports,False,Zone_D,1,True,26,19.9,48.7,4.1
CARGO_2146,ORDER_666,12.2,3.3,9.7,0.81,Beauty,True,Zone_A,3,False,47,11.0,47.7,4.4
CARGO_2147,ORDER_463,2.3,12.1,5.3,0.32,Beauty,False,Zone_C,4,True,24,5.3,35.9,6.7
CARGO_2148,ORDER_239,16.9,20.4,13.4,10.78,Electronics,False,Zone_C,4,True,55,41.8,48.9,8.4
CARGO_2149,ORDER_735,16.7,22.9,4.1,3.43,Books,False,Zone_C,2,True,57,33.3,26.8,5.0
CARGO_2150,ORDER_753,38.8,8.9,13.7,9.42,Toys,False,Zone_D,5,True,75,19.8,26.9,2.1
CARGO_2151,ORDER_45,27.4,18.5,1.1,0.96,Books,False,Zone_B,1,True,71,30.4,20.0,9.3
CARGO_2152,ORDER_806,6.2,5.1,8.3,0.5,Beauty,True,Zone_C,5,False,14,44.7,18.6,8.0
CARGO_2153,ORDER_929,27.1,5.5,2.3,0.81,Electronics,False,Zone_B,3,True,20,33.3,29.8,3.5
CARGO_2154,ORDER_976,27.4,29.2,5.3,9.0,Clothing,False,Zone_A,3,True,91,32.0,13.8,2.8
CARGO_2155,ORDER_340,21.2,28.9,10.1,14.22,Sports,False,Zone_D,5,True,55,28.7,45.3,7.0
CARGO_2156,ORDER_712,25.2,8.1,26.1,11.49,Sports,False,Zone_B,1,True,64,43.2,15.0,1.8
CARGO_2157,ORDER_872,74.0,46.9,49.5,291.04,Home_Appliances,False,Zone_B,2,False,58,31.1,40.2,0.8
CARGO_2158,ORDER_215,41.9,36.3,13.4,45.32,Electronics,False,Zone_C,1,False,51,15.0,10.3,2.5
CARGO_2159,ORDER_792,45.1,31.6,22.1,66.57,Sports,False,Zone_C,5,False,73,42.8,7.9,3.3
CARGO_2160,ORDER_986,20.6,24.6,2.1,1.76,Books,False,Zone_B,1,True,77,8.7,10.2,6.4
CARGO_2161,ORDER_511,38.2,11.4,5.3,4.99,Clothing,False,Zone_A,5,True,70,7.7,22.8,5.3
CARGO_2162,ORDER_960,15.8,26.7,11.3,10.23,Electronics,True,Zone_B,5,False,32,32.8,20.1,6.2
CARGO_2163,ORDER_1041,18.4,16.7,7.4,3.75,Clothing,False,Zone_C,1,True,13,7.0,43.2,0.9
CARGO_2164,ORDER_240,23.7,27.6,22.8,30.74,Home_Appliances,False,Zone_B,2,True,23,48.3,44.8,4.1
CARGO_2165,ORDER_124,73.0,26.3,30.5,139.34,Home_Appliances,False,Zone_A,4,False,5,48.9,47.9,9.9
CARGO_2166,ORDER_553,32.6,35.7,23.6,49.25,Sports,False,Zone_C,2,False,98,33.0,42.6,1.4
CARGO_2167,ORDER_851,24.0,22.0,4.9,6.04,Books,False,Zone_C,2,True,2,18.0,29.1,0.8
CARGO_2168,ORDER_906,58.7,31.6,20.9,80.47,Sports,False,Zone_C,2,False,52,27.2,4.8,4.4
CARGO_2169,ORDER_152,39.0,29.5,5.1,12.73,Toys,False,Zone_A,2,True,93,2.5,37.6,6.2
CARGO_2170,ORDER_209,69.2,24.0,15.4,47.0,Home_Appliances,False,Zone_C,1,False,74,10.5,4.6,9.6
